TIME_PERIOD,Portfolio,Weight,Portfolio strategy,Historical return,Historical variance
2007-07-31,"{""Market_Return"",""US""}",0.08158377919976746,Global Minimum Variance portfolio,1.6251819867306987,6.018251438168606
2007-07-31,"{""Tech Stocks"",""US""}",0.0,Global Minimum Variance portfolio,1.6251819867306987,6.018251438168606
2007-07-31,"{""Market_Return"",""EU""}",0.9184162208002348,Global Minimum Variance portfolio,1.6251819867306987,6.018251438168606
2007-07-31,"{""Tech Stocks"",""EU""}",0.0,Global Minimum Variance portfolio,1.6251819867306987,6.018251438168606
2007-07-31,"{""Market_Return"",""US""}",0.0,Maximal historical return,2.127075018560374,9.043463671837209
2007-07-31,"{""Tech Stocks"",""US""}",0.0,Maximal historical return,2.127075018560374,9.043463671837209
2007-07-31,"{""Market_Return"",""EU""}",0.0,Maximal historical return,2.127075018560374,9.043463671837209
2007-07-31,"{""Tech Stocks"",""EU""}",1.0,Maximal historical return,2.127075018560374,9.043463671837209
2007-07-31,"{""Market_Return"",""US""}",0.0,Sharpe-portfolio,1.9583426237370436,7.559950884394074
2007-07-31,"{""Tech Stocks"",""US""}",0.0,Sharpe-portfolio,1.9583426237370436,7.559950884394074
2007-07-31,"{""Market_Return"",""EU""}",0.40514618581508105,Sharpe-portfolio,1.9583426237370436,7.559950884394074
2007-07-31,"{""Tech Stocks"",""EU""}",0.5948538141849193,Sharpe-portfolio,1.9583426237370436,7.559950884394074
2007-07-31,"{""Market_Return"",""US""}",0.24763156770005712,Risk Parity,1.3995325907535303,7.4856584837424975
2007-07-31,"{""Tech Stocks"",""US""}",0.210659692024075,Risk Parity,1.3995325907535303,7.4856584837424975
2007-07-31,"{""Market_Return"",""EU""}",0.29809570287064147,Risk Parity,1.3995325907535303,7.4856584837424975
2007-07-31,"{""Tech Stocks"",""EU""}",0.24361303740522655,Risk Parity,1.3995325907535303,7.4856584837424975
2007-08-31,"{""Market_Return"",""US""}",0.16443011438903632,Global Minimum Variance portfolio,1.513241176031453,6.1526168446993434
2007-08-31,"{""Tech Stocks"",""US""}",8.288393356562164e-16,Global Minimum Variance portfolio,1.513241176031453,6.1526168446993434
2007-08-31,"{""Market_Return"",""EU""}",0.8355698856109597,Global Minimum Variance portfolio,1.513241176031453,6.1526168446993434
2007-08-31,"{""Tech Stocks"",""EU""}",3.0970434408302143e-15,Global Minimum Variance portfolio,1.513241176031453,6.1526168446993434
2007-08-31,"{""Market_Return"",""US""}",0.0,Maximal historical return,2.0564507327035164,9.40757222872195
2007-08-31,"{""Tech Stocks"",""US""}",0.0,Maximal historical return,2.0564507327035164,9.40757222872195
2007-08-31,"{""Market_Return"",""EU""}",0.0,Maximal historical return,2.0564507327035164,9.40757222872195
2007-08-31,"{""Tech Stocks"",""EU""}",1.0,Maximal historical return,2.0564507327035164,9.40757222872195
2007-08-31,"{""Market_Return"",""US""}",0.0,Sharpe-portfolio,1.8576307831273975,7.508306621283009
2007-08-31,"{""Tech Stocks"",""US""}",7.589415207398531e-17,Sharpe-portfolio,1.8576307831273975,7.508306621283009
2007-08-31,"{""Market_Return"",""EU""}",0.5146531991294918,Sharpe-portfolio,1.8576307831273975,7.508306621283009
2007-08-31,"{""Tech Stocks"",""EU""}",0.4853468008705081,Sharpe-portfolio,1.8576307831273975,7.508306621283009
2007-08-31,"{""Market_Return"",""US""}",0.2500446548514604,Risk Parity,1.3986849437104791,7.483319585942414
2007-08-31,"{""Tech Stocks"",""US""}",0.21349164981073082,Risk Parity,1.3986849437104791,7.483319585942414
2007-08-31,"{""Market_Return"",""EU""}",0.2955313811997741,Risk Parity,1.3986849437104791,7.483319585942414
2007-08-31,"{""Tech Stocks"",""EU""}",0.24093231413803454,Risk Parity,1.3986849437104791,7.483319585942414
2007-09-30,"{""Market_Return"",""US""}",0.16750307487377616,Global Minimum Variance portfolio,1.5159733888148548,6.1498981056881155
2007-09-30,"{""Tech Stocks"",""US""}",0.0,Global Minimum Variance portfolio,1.5159733888148548,6.1498981056881155
2007-09-30,"{""Market_Return"",""EU""}",0.8324969251262259,Global Minimum Variance portfolio,1.5159733888148548,6.1498981056881155
2007-09-30,"{""Tech Stocks"",""EU""}",0.0,Global Minimum Variance portfolio,1.5159733888148548,6.1498981056881155
2007-09-30,"{""Market_Return"",""US""}",0.0,Maximal historical return,2.1016943581512404,9.540523881130293
2007-09-30,"{""Tech Stocks"",""US""}",0.0,Maximal historical return,2.1016943581512404,9.540523881130293
2007-09-30,"{""Market_Return"",""EU""}",0.0,Maximal historical return,2.1016943581512404,9.540523881130293
2007-09-30,"{""Tech Stocks"",""EU""}",1.0,Maximal historical return,2.1016943581512404,9.540523881130293
2007-09-30,"{""Market_Return"",""US""}",4.5102810375396984e-17,Sharpe-portfolio,1.9277328627869146,7.911281503978985
2007-09-30,"{""Tech Stocks"",""US""}",0.0,Sharpe-portfolio,1.9277328627869146,7.911281503978985
2007-09-30,"{""Market_Return"",""EU""}",0.4048775905421603,Sharpe-portfolio,1.9277328627869146,7.911281503978985
2007-09-30,"{""Tech Stocks"",""EU""}",0.5951224094578398,Sharpe-portfolio,1.9277328627869146,7.911281503978985
2007-09-30,"{""Market_Return"",""US""}",0.25084585466523424,Risk Parity,1.409559579404366,7.497120202480042
2007-09-30,"{""Tech Stocks"",""US""}",0.214320253878083,Risk Parity,1.409559579404366,7.497120202480042
2007-09-30,"{""Market_Return"",""EU""}",0.2955644419182324,Risk Parity,1.409559579404366,7.497120202480042
2007-09-30,"{""Tech Stocks"",""EU""}",0.23926944953845047,Risk Parity,1.409559579404366,7.497120202480042
2007-10-31,"{""Market_Return"",""US""}",0.18389141175752188,Global Minimum Variance portfolio,1.5363995622313082,6.159315102760744
2007-10-31,"{""Tech Stocks"",""US""}",0.0,Global Minimum Variance portfolio,1.5363995622313082,6.159315102760744
2007-10-31,"{""Market_Return"",""EU""}",0.8161085882424811,Global Minimum Variance portfolio,1.5363995622313082,6.159315102760744
2007-10-31,"{""Tech Stocks"",""EU""}",0.0,Global Minimum Variance portfolio,1.5363995622313082,6.159315102760744
2007-10-31,"{""Market_Return"",""US""}",0.0,Maximal historical return,2.218377706021199,9.74524873794115
2007-10-31,"{""Tech Stocks"",""US""}",0.0,Maximal historical return,2.218377706021199,9.74524873794115
2007-10-31,"{""Market_Return"",""EU""}",0.0,Maximal historical return,2.218377706021199,9.74524873794115
2007-10-31,"{""Tech Stocks"",""EU""}",1.0,Maximal historical return,2.218377706021199,9.74524873794115
2007-10-31,"{""Market_Return"",""US""}",0.0,Sharpe-portfolio,2.121563384650928,8.887997839226703
2007-10-31,"{""Tech Stocks"",""US""}",0.0,Sharpe-portfolio,2.121563384650928,8.887997839226703
2007-10-31,"{""Market_Return"",""EU""}",0.18948598982643036,Sharpe-portfolio,2.121563384650928,8.887997839226703
2007-10-31,"{""Tech Stocks"",""EU""}",0.8105140101735697,Sharpe-portfolio,2.121563384650928,8.887997839226703
2007-10-31,"{""Market_Return"",""US""}",0.25245965234793927,Risk Parity,1.4707418641128198,7.485038232253154
2007-10-31,"{""Tech Stocks"",""US""}",0.21538778440498302,Risk Parity,1.4707418641128198,7.485038232253154
2007-10-31,"{""Market_Return"",""EU""}",0.2951611275528047,Risk Parity,1.4707418641128198,7.485038232253154
2007-10-31,"{""Tech Stocks"",""EU""}",0.23699143569427292,Risk Parity,1.4707418641128198,7.485038232253154
2007-11-30,"{""Market_Return"",""US""}",0.18631870186528635,Global Minimum Variance portfolio,1.314179206779928,7.654187470349878
2007-11-30,"{""Tech Stocks"",""US""}",8.569495063347124e-16,Global Minimum Variance portfolio,1.314179206779928,7.654187470349878
2007-11-30,"{""Market_Return"",""EU""}",0.8136812981347108,Global Minimum Variance portfolio,1.314179206779928,7.654187470349878
2007-11-30,"{""Tech Stocks"",""EU""}",1.95477412915485e-15,Global Minimum Variance portfolio,1.314179206779928,7.654187470349878
2007-11-30,"{""Market_Return"",""US""}",0.0,Maximal historical return,1.9986689490607317,11.234711818292519
2007-11-30,"{""Tech Stocks"",""US""}",0.0,Maximal historical return,1.9986689490607317,11.234711818292519
2007-11-30,"{""Market_Return"",""EU""}",0.0,Maximal historical return,1.9986689490607317,11.234711818292519
2007-11-30,"{""Tech Stocks"",""EU""}",1.0,Maximal historical return,1.9986689490607317,11.234711818292519
2007-11-30,"{""Market_Return"",""US""}",9.71445146547012e-17,Sharpe-portfolio,1.9986689490607312,11.234711818292512
2007-11-30,"{""Tech Stocks"",""US""}",0.0,Sharpe-portfolio,1.9986689490607312,11.234711818292512
2007-11-30,"{""Market_Return"",""EU""}",4.163336342344337e-16,Sharpe-portfolio,1.9986689490607312,11.234711818292512
